carat,cut,color,clarity,depth,table,price,'x','y','z'
0.9,b'Very Good',b'I',b'SI2',61.3,56.0,2800.0,6.17,6.23,3.8
0.83,b'Ideal',b'G',b'SI1',62.3,57.0,2800.0,5.99,6.08,3.76
0.83,b'Ideal',b'G',b'SI1',61.8,57.0,2800.0,6.03,6.07,3.74
0.83,b'Very Good',b'H',b'SI1',62.5,59.0,2800.0,5.95,6.02,3.74
0.74,b'Premium',b'G',b'VS1',62.9,60.0,2800.0,5.74,5.68,3.59
0.79,b'Ideal',b'I',b'VS1',61.8,59.0,2800.0,5.92,5.95,3.67
0.61,b'Ideal',b'G',b'IF',62.3,56.0,2800.0,5.43,5.45,3.39
0.76,b'Fair',b'G',b'VS1',59.0,70.0,2800.0,5.89,5.8,3.46
0.96,b'Ideal',b'F',b'I1',60.7,55.0,2801.0,6.37,6.41,3.88
0.73,b'Ideal',b'F',b'VS2',62.5,55.0,2801.0,5.8,5.76,3.61
0.73,b'Premium',b'F',b'VS2',62.7,58.0,2801.0,5.76,5.7,3.59
0.75,b'Ideal',b'H',b'SI1',60.4,57.0,2801.0,5.93,5.96,3.59
0.71,b'Premium',b'F',b'VS2',62.1,58.0,2801.0,5.7,5.67,3.53
0.71,b'Good',b'F',b'VS2',57.8,60.0,2801.0,5.9,5.87,3.4
0.71,b'Good',b'F',b'VS2',63.8,58.0,2801.0,5.64,5.61,3.59
0.71,b'Premium',b'F',b'VS2',62.8,57.0,2801.0,5.69,5.64,3.56
1.04,b'Premium',b'G',b'I1',62.2,58.0,2801.0,6.46,6.41,4.0
1.0,b'Premium',b'J',b'SI2',62.3,58.0,2801.0,6.45,6.34,3.98
0.87,b'Very Good',b'G',b'SI2',59.9,58.0,2802.0,6.19,6.23,3.72
0.53,b'Ideal',b'F',b'IF',61.9,54.0,2802.0,5.22,5.25,3.24
0.72,b'Premium',b'E',b'VS2',63.0,55.0,2802.0,5.79,5.61,3.59
0.72,b'Premium',b'F',b'VS1',62.4,58.0,2802.0,5.83,5.7,3.6
0.7,b'Very Good',b'F',b'VS2',62.9,58.0,2803.0,5.63,5.65,3.55
0.74,b'Very Good',b'E',b'SI1',63.5,56.0,2803.0,5.74,5.79,3.66
0.71,b'Ideal',b'G',b'VS2',61.3,56.0,2803.0,5.75,5.71,3.51
0.73,b'Ideal',b'E',b'SI1',60.6,54.0,2803.0,5.84,5.89,3.55
0.7,b'Good',b'G',b'VS1',65.1,58.0,2803.0,5.56,5.59,3.63
0.71,b'Premium',b'F',b'VS2',62.6,58.0,2803.0,5.7,5.67,3.56
0.71,b'Premium',b'F',b'VS2',58.0,62.0,2803.0,5.85,5.81,3.38
0.71,b'Premium',b'G',b'VS1',62.4,61.0,2803.0,5.7,5.65,3.54
0.77,b'Premium',b'G',b'VS2',61.3,57.0,2803.0,5.93,5.88,3.62
0.71,b'Premium',b'G',b'VS2',59.9,60.0,2803.0,5.81,5.77,3.47
0.78,b'Premium',b'G',b'VS2',60.8,58.0,2803.0,6.03,5.95,3.64
0.71,b'Very Good',b'G',b'VS1',63.5,55.0,2803.0,5.66,5.64,3.59
0.91,b'Ideal',b'D',b'SI2',62.2,57.0,2803.0,6.21,6.15,3.85
0.71,b'Very Good',b'E',b'VS2',63.8,58.0,2804.0,5.62,5.66,3.6
0.71,b'Very Good',b'E',b'VS2',64.0,57.0,2804.0,5.66,5.68,3.63
0.8,b'Very Good',b'E',b'SI2',62.5,56.0,2804.0,5.88,5.96,3.7
0.7,b'Very Good',b'D',b'SI1',62.3,58.0,2804.0,5.69,5.73,3.56
0.72,b'Ideal',b'F',b'VS1',61.7,57.0,2804.0,5.74,5.77,3.55
0.72,b'Very Good',b'F',b'VS1',62.2,58.0,2804.0,5.75,5.7,3.56
0.82,b'Ideal',b'H',b'VS2',61.5,56.0,2804.0,6.01,6.08,3.72
0.7,b'Ideal',b'D',b'SI1',61.0,59.0,2804.0,5.68,5.7,3.47
0.72,b'Ideal',b'D',b'SI1',62.2,56.0,2804.0,5.74,5.77,3.58
0.72,b'Ideal',b'D',b'SI1',61.5,54.0,2804.0,5.77,5.8,3.56
0.9,b'Fair',b'I',b'SI1',67.3,59.0,2804.0,5.93,5.84,3.96
0.74,b'Premium',b'F',b'VS2',61.7,58.0,2805.0,5.85,5.78,3.59
0.74,b'Premium',b'F',b'VS2',61.9,56.0,2805.0,5.8,5.77,3.58
0.73,b'Ideal',b'E',b'SI2',61.8,58.0,2805.0,5.77,5.81,3.58
0.57,b'Fair',b'E',b'VVS1',58.7,66.0,2805.0,5.34,5.43,3.16
0.73,b'Premium',b'F',b'VS2',62.5,57.0,2805.0,5.75,5.7,3.58
0.72,b'Ideal',b'G',b'VS2',62.8,56.0,2805.0,5.74,5.7,3.59
0.74,b'Fair',b'F',b'VS2',61.1,68.0,2805.0,5.82,5.75,3.53
0.82,b'Good',b'G',b'VS2',64.0,57.0,2805.0,5.92,5.89,3.78
0.81,b'Very Good',b'G',b'SI1',62.5,60.0,2806.0,5.89,5.94,3.69
0.75,b'Very Good',b'H',b'VVS1',60.6,58.0,2806.0,5.85,5.9,3.56
0.7,b'Ideal',b'F',b'SI1',61.6,55.0,2806.0,5.72,5.74,3.53
0.71,b'Very Good',b'F',b'VS1',62.2,58.0,2807.0,5.66,5.72,3.54
0.71,b'Very Good',b'F',b'VS1',60.0,57.0,2807.0,5.84,5.9,3.52
0.93,b'Premium',b'J',b'SI2',61.9,57.0,2807.0,6.21,6.19,3.84
0.8,b'Very Good',b'H',b'VS2',62.8,57.0,2808.0,5.87,5.91,3.7
0.7,b'Very Good',b'F',b'VS1',62.0,57.0,2808.0,5.64,5.71,3.52
1.0,b'Fair',b'G',b'I1',66.4,59.0,2808.0,6.16,6.09,4.07
0.75,b'Very Good',b'G',b'VS2',63.4,56.0,2808.0,5.78,5.74,3.65
0.58,b'Ideal',b'E',b'VVS2',60.9,56.0,2808.0,5.41,5.43,3.3
0.73,b'Very Good',b'D',b'SI1',63.1,57.0,2808.0,5.74,5.7,3.61
0.81,b'Very Good',b'F',b'SI1',63.1,59.0,2809.0,5.85,5.79,3.67
0.81,b'Premium',b'D',b'SI2',59.2,57.0,2809.0,6.15,6.05,3.61
0.71,b'Premium',b'F',b'SI1',60.7,54.0,2809.0,5.84,5.8,3.53
1.2,b'Fair',b'F',b'I1',64.6,56.0,2809.0,6.73,6.66,4.33
0.7,b'Very Good',b'F',b'VS1',61.8,56.0,2810.0,5.63,5.7,3.5
0.7,b'Very Good',b'F',b'VS1',59.9,60.0,2810.0,5.77,5.84,3.48
0.74,b'Ideal',b'D',b'SI2',61.7,55.0,2810.0,5.81,5.85,3.6
0.7,b'Good',b'F',b'VS1',62.8,61.0,2810.0,5.57,5.61,3.51
0.8,b'Good',b'G',b'SI1',62.7,57.0,2810.0,5.84,5.93,3.69
0.75,b'Very Good',b'F',b'SI1',63.4,58.0,2811.0,5.72,5.76,3.64
0.83,b'Very Good',b'D',b'SI1',63.5,54.0,2811.0,5.98,5.95,3.79
1.0,b'Fair',b'J',b'VS2',65.7,59.0,2811.0,6.14,6.07,4.01
0.99,b'Fair',b'I',b'SI2',68.1,56.0,2811.0,6.21,6.06,4.18
0.7,b'Very Good',b'G',b'VS1',63.0,60.0,2812.0,5.57,5.64,3.53
0.7,b'Very Good',b'F',b'VS2',59.5,58.0,2812.0,5.75,5.85,3.45
0.7,b'Good',b'E',b'SI1',63.5,59.0,2812.0,5.49,5.53,3.5
0.7,b'Very Good',b'F',b'VS2',61.7,58.0,2812.0,5.63,5.69,3.49
0.32,b'Premium',b'I',b'SI1',62.7,58.0,554.0,4.37,4.34,2.73
0.32,b'Premium',b'I',b'SI1',62.8,58.0,554.0,4.39,4.34,2.74
0.32,b'Ideal',b'I',b'SI1',62.4,57.0,554.0,4.37,4.35,2.72
0.32,b'Premium',b'I',b'SI1',61.0,59.0,554.0,4.39,4.36,2.67
0.32,b'Very Good',b'I',b'SI1',63.1,56.0,554.0,4.39,4.36,2.76
0.32,b'Ideal',b'I',b'SI1',60.7,57.0,554.0,4.47,4.42,2.7
0.3,b'Premium',b'H',b'SI1',60.9,59.0,554.0,4.31,4.29,2.62
0.3,b'Premium',b'H',b'SI1',60.1,55.0,554.0,4.41,4.38,2.64
0.3,b'Premium',b'H',b'SI1',62.9,58.0,554.0,4.28,4.24,2.68
0.3,b'Very Good',b'H',b'SI1',63.3,56.0,554.0,4.29,4.27,2.71
0.3,b'Good',b'H',b'SI1',63.8,55.0,554.0,4.26,4.2,2.7
0.3,b'Ideal',b'H',b'SI1',62.9,57.0,554.0,4.27,4.22,2.67
0.3,b'Very Good',b'H',b'SI1',63.4,60.0,554.0,4.25,4.23,2.69
0.32,b'Good',b'I',b'SI1',63.9,55.0,554.0,4.36,4.34,2.78
0.33,b'Ideal',b'H',b'SI2',61.4,56.0,554.0,4.85,4.79,2.95
0.29,b'Very Good',b'E',b'VS1',61.9,55.0,555.0,4.28,4.33,2.66
0.29,b'Very Good',b'E',b'VS1',62.4,55.0,555.0,4.2,4.25,2.63
0.31,b'Very Good',b'F',b'SI1',61.8,58.0,555.0,4.32,4.35,2.68
0.34,b'Ideal',b'H',b'VS2',61.5,56.0,555.0,4.47,4.5,2.76
0.34,b'Ideal',b'H',b'VS2',60.4,57.0,555.0,4.54,4.57,2.75
0.34,b'Ideal',b'I',b'VS1',61.8,55.0,555.0,4.48,4.52,2.78
0.34,b'Ideal',b'I',b'VS1',62.0,56.0,555.0,4.5,4.53,2.8
0.3,b'Ideal',b'G',b'VS1',62.3,56.0,555.0,4.29,4.31,2.68
0.29,b'Ideal',b'F',b'VS1',61.6,56.0,555.0,4.26,4.31,2.64
0.35,b'Ideal',b'G',b'SI1',60.6,56.0,555.0,4.56,4.58,2.77
0.43,b'Very Good',b'E',b'I1',58.4,62.0,555.0,4.94,5.0,2.9
0.32,b'Very Good',b'F',b'VS2',61.4,58.0,556.0,4.37,4.42,2.7
0.36,b'Ideal',b'I',b'VS2',61.9,56.0,556.0,4.54,4.57,2.82
0.3,b'Ideal',b'G',b'VS2',62.0,56.0,556.0,4.28,4.3,2.66
0.26,b'Ideal',b'E',b'VS1',61.5,57.0,556.0,4.09,4.12,2.52
0.7,b'Very Good',b'F',b'VS2',62.3,58.0,2812.0,5.64,5.72,3.54
0.7,b'Very Good',b'F',b'VS2',60.9,61.0,2812.0,5.66,5.71,3.46
0.71,b'Ideal',b'D',b'SI1',62.4,57.0,2812.0,5.69,5.72,3.56
0.99,b'Fair',b'J',b'SI1',55.0,61.0,2812.0,6.72,6.67,3.68
0.73,b'Premium',b'E',b'VS2',58.6,60.0,2812.0,5.92,5.89,3.46
0.51,b'Ideal',b'F',b'VVS1',62.0,57.0,2812.0,5.15,5.11,3.18
0.91,b'Premium',b'G',b'SI2',59.8,58.0,2813.0,6.3,6.29,3.77
0.84,b'Very Good',b'E',b'SI1',63.4,55.0,2813.0,6.0,5.95,3.79
0.91,b'Good',b'I',b'VS2',64.3,58.0,2813.0,6.09,6.05,3.9
0.76,b'Premium',b'E',b'SI1',62.2,59.0,2814.0,5.86,5.81,3.63
0.76,b'Ideal',b'E',b'SI1',61.7,57.0,2814.0,5.88,5.85,3.62
0.75,b'Premium',b'E',b'SI1',61.1,59.0,2814.0,5.86,5.83,3.57
0.55,b'Very Good',b'D',b'VVS1',61.5,56.0,2815.0,5.23,5.27,3.23
0.76,b'Very Good',b'F',b'SI2',58.5,62.0,2815.0,5.93,6.01,3.49
0.74,b'Premium',b'G',b'VS1',61.7,58.0,2815.0,5.79,5.81,3.58
0.7,b'Ideal',b'H',b'SI1',60.4,56.0,2815.0,5.75,5.81,3.49
0.7,b'Ideal',b'H',b'SI1',61.4,56.0,2815.0,5.7,5.76,3.52
0.7,b'Ideal',b'H',b'SI1',61.5,55.0,2815.0,5.73,5.79,3.54
0.7,b'Ideal',b'H',b'SI1',61.4,56.0,2815.0,5.72,5.77,3.53
0.9,b'Fair',b'J',b'VS2',65.0,56.0,2815.0,6.08,6.04,3.94
0.95,b'Fair',b'F',b'SI2',56.0,60.0,2815.0,6.62,6.53,3.68
0.89,b'Premium',b'H',b'SI2',60.2,59.0,2815.0,6.26,6.23,3.76
0.72,b'Premium',b'E',b'VS2',58.3,58.0,2815.0,5.99,5.92,3.47
0.96,b'Fair',b'E',b'SI2',53.1,63.0,2815.0,6.73,6.65,3.55
1.02,b'Premium',b'G',b'I1',60.3,58.0,2815.0,6.55,6.5,3.94
0.78,b'Very Good',b'I',b'VVS2',61.4,56.0,2816.0,5.91,5.95,3.64
0.61,b'Ideal',b'G',b'VVS2',60.1,57.0,2816.0,5.52,5.54,3.32
0.71,b'Good',b'D',b'VS1',63.4,55.0,2816.0,5.61,5.69,3.58
0.78,b'Premium',b'F',b'SI1',61.5,59.0,2816.0,5.96,5.88,3.64
0.87,b'Ideal',b'H',b'SI2',62.7,56.0,2816.0,6.16,6.13,3.85
0.83,b'Ideal',b'H',b'SI1',62.5,55.0,2816.0,6.04,6.0,3.76
0.71,b'Premium',b'E',b'SI1',61.3,56.0,2817.0,5.78,5.73,3.53
0.71,b'Ideal',b'I',b'VVS2',60.2,56.0,2817.0,5.84,5.89,3.53
0.71,b'Ideal',b'E',b'VS2',62.7,57.0,2817.0,5.66,5.64,3.54
0.71,b'Premium',b'E',b'VS2',62.3,58.0,2817.0,5.69,5.65,3.53
0.63,b'Ideal',b'F',b'VVS2',61.5,56.0,2817.0,5.48,5.52,3.38
0.71,b'Premium',b'E',b'SI1',59.2,59.0,2817.0,5.86,5.83,3.46
0.71,b'Premium',b'E',b'SI1',61.8,59.0,2817.0,5.75,5.7,3.54
0.71,b'Ideal',b'E',b'SI1',61.3,55.0,2817.0,5.77,5.72,3.52
0.71,b'Premium',b'E',b'SI1',61.4,58.0,2817.0,5.77,5.73,3.53
0.9,b'Ideal',b'J',b'VS2',62.8,55.0,2817.0,6.2,6.16,3.88
0.71,b'Good',b'E',b'SI1',62.8,64.0,2817.0,5.6,5.54,3.5
0.7,b'Premium',b'E',b'VS2',62.4,61.0,2818.0,5.66,5.63,3.52
0.7,b'Premium',b'E',b'VS2',59.3,60.0,2818.0,5.78,5.73,3.41
0.7,b'Premium',b'E',b'VS2',63.0,60.0,2818.0,5.64,5.6,3.54
1.0,b'Premium',b'H',b'I1',61.3,60.0,2818.0,6.43,6.39,3.93
0.86,b'Premium',b'F',b'SI2',59.3,62.0,2818.0,6.36,6.22,3.73
0.8,b'Ideal',b'H',b'SI1',61.0,57.0,2818.0,6.07,6.0,3.68
0.7,b'Ideal',b'E',b'VS1',62.9,57.0,2818.0,5.66,5.61,3.54
0.7,b'Premium',b'E',b'VS1',59.6,57.0,2818.0,5.91,5.83,3.5
0.7,b'Premium',b'F',b'VS2',61.8,60.0,2818.0,5.69,5.64,3.5
0.7,b'Premium',b'E',b'VS1',62.7,57.0,2818.0,5.68,5.64,3.55
1.0,b'Fair',b'H',b'SI2',65.3,62.0,2818.0,6.34,6.12,4.08
0.72,b'Very Good',b'G',b'VS1',63.8,58.0,2819.0,5.64,5.68,3.61
0.72,b'Ideal',b'H',b'VS1',62.3,56.0,2819.0,5.73,5.77,3.58
0.7,b'Good',b'F',b'VS1',59.7,63.0,2819.0,5.76,5.79,3.45
0.86,b'Good',b'F',b'SI2',64.3,60.0,2819.0,5.97,5.95,3.83
0.71,b'Ideal',b'G',b'VS1',62.9,58.0,2820.0,5.66,5.69,3.57
0.75,b'Ideal',b'E',b'SI1',62.0,57.0,2821.0,5.8,5.78,3.59
0.73,b'Premium',b'E',b'VS2',61.6,59.0,2821.0,5.77,5.73,3.54
0.53,b'Ideal',b'E',b'VVS1',61.9,55.0,2821.0,5.2,5.21,3.22
0.73,b'Premium',b'E',b'SI1',61.3,58.0,2821.0,5.83,5.76,3.55
0.73,b'Good',b'E',b'SI1',63.6,57.0,2821.0,5.72,5.7,3.63
0.73,b'Premium',b'E',b'SI1',59.6,61.0,2821.0,5.92,5.85,3.51
0.73,b'Premium',b'E',b'SI1',62.2,59.0,2821.0,5.77,5.68,3.56
0.73,b'Premium',b'D',b'SI1',61.7,55.0,2821.0,5.84,5.82,3.6
0.73,b'Very Good',b'E',b'SI1',63.2,58.0,2821.0,5.76,5.7,3.62
0.7,b'Premium',b'E',b'VS1',60.8,60.0,2822.0,5.74,5.71,3.48
0.72,b'Premium',b'E',b'VS2',60.3,59.0,2822.0,5.84,5.8,3.51
0.72,b'Premium',b'E',b'VS2',60.9,60.0,2822.0,5.8,5.76,3.52
0.72,b'Premium',b'E',b'VS2',62.4,59.0,2822.0,5.77,5.7,3.58
0.7,b'Premium',b'E',b'VS2',60.2,60.0,2822.0,5.73,5.7,3.44
0.6,b'Ideal',b'F',b'VVS2',62.0,55.0,2822.0,5.37,5.4,3.34
0.74,b'Ideal',b'I',b'VVS1',60.8,57.0,2822.0,5.85,5.89,3.57
0.73,b'Ideal',b'F',b'SI1',62.1,55.0,2822.0,5.75,5.78,3.58
0.71,b'Premium',b'D',b'SI1',62.7,60.0,2822.0,5.71,5.67,3.57
0.71,b'Premium',b'D',b'SI1',61.3,58.0,2822.0,5.75,5.73,3.52
0.7,b'Premium',b'D',b'SI1',60.2,60.0,2822.0,5.82,5.75,3.48
0.7,b'Ideal',b'D',b'SI1',60.7,56.0,2822.0,5.75,5.72,3.48
0.9,b'Good',b'J',b'VS2',64.0,61.0,2822.0,6.04,6.03,3.86
0.71,b'Ideal',b'D',b'SI1',60.2,56.0,2822.0,5.86,5.83,3.52
0.7,b'Premium',b'E',b'VS2',61.5,59.0,2822.0,5.73,5.68,3.51
0.7,b'Premium',b'E',b'VS2',62.6,56.0,2822.0,5.71,5.66,3.56
0.7,b'Ideal',b'D',b'SI1',59.7,58.0,2822.0,5.82,5.77,3.46
0.7,b'Good',b'E',b'SI1',61.4,64.0,2822.0,5.71,5.66,3.49
0.7,b'Ideal',b'D',b'SI1',62.5,57.0,2822.0,5.62,5.59,3.51
0.7,b'Ideal',b'D',b'SI1',61.8,56.0,2822.0,5.73,5.63,3.51
0.7,b'Premium',b'E',b'VS2',60.7,62.0,2822.0,5.72,5.68,3.46
0.7,b'Premium',b'F',b'VS2',60.6,58.0,2822.0,5.8,5.72,3.49
0.7,b'Ideal',b'D',b'SI1',61.4,54.0,2822.0,5.75,5.71,3.52
0.79,b'Very Good',b'D',b'SI2',62.8,59.0,2823.0,5.86,5.9,3.69
0.9,b'Good',b'I',b'SI1',63.8,57.0,2823.0,6.06,6.13,3.89
0.71,b'Premium',b'E',b'VS2',62.3,58.0,2823.0,5.71,5.66,3.54
0.61,b'Ideal',b'E',b'VVS2',61.3,54.0,2823.0,5.51,5.59,3.4
0.9,b'Fair',b'H',b'SI2',65.8,54.0,2823.0,6.05,5.98,3.96
0.71,b'Ideal',b'E',b'SI1',60.5,56.0,2823.0,5.77,5.73,3.47
0.71,b'Premium',b'D',b'VS2',61.2,59.0,2824.0,5.74,5.69,3.5
0.77,b'Ideal',b'I',b'VVS2',62.1,57.0,2824.0,5.84,5.86,3.63
0.74,b'Good',b'E',b'VS1',63.1,58.0,2824.0,5.73,5.75,3.62
0.82,b'Ideal',b'F',b'SI2',62.4,54.0,2824.0,6.02,5.97,3.74
0.82,b'Premium',b'E',b'SI2',60.8,60.0,2824.0,6.05,6.03,3.67
0.71,b'Premium',b'G',b'VS1',62.2,59.0,2825.0,5.73,5.66,3.54
0.83,b'Premium',b'H',b'SI1',60.0,59.0,2825.0,6.08,6.05,3.64
0.73,b'Very Good',b'G',b'VS1',62.0,57.0,2825.0,5.75,5.8,3.58
0.83,b'Premium',b'H',b'SI1',62.5,59.0,2825.0,6.02,5.95,3.74
1.17,b'Premium',b'J',b'I1',60.2,61.0,2825.0,6.9,6.83,4.13
0.91,b'Fair',b'H',b'SI2',61.3,67.0,2825.0,6.24,6.19,3.81
0.73,b'Premium',b'E',b'VS1',62.6,60.0,2826.0,5.75,5.68,3.58
0.7,b'Good',b'E',b'VS1',57.2,59.0,2826.0,5.94,5.88,3.38
0.9,b'Premium',b'I',b'SI2',62.2,59.0,2826.0,6.11,6.07,3.79
0.7,b'Premium',b'E',b'VS1',62.2,58.0,2826.0,5.66,5.6,3.5
0.7,b'Very Good',b'D',b'VS2',63.3,56.0,2826.0,5.6,5.58,3.54
0.7,b'Premium',b'E',b'VS1',59.4,61.0,2826.0,5.78,5.74,3.42
0.9,b'Very Good',b'I',b'SI2',63.5,56.0,2826.0,6.17,6.07,3.88
0.78,b'Premium',b'F',b'SI1',60.8,60.0,2826.0,5.97,5.94,3.62
0.96,b'Ideal',b'F',b'I1',60.7,55.0,2826.0,6.41,6.37,3.88
0.7,b'Very Good',b'D',b'SI1',62.3,59.0,2827.0,5.67,5.7,3.54
0.72,b'Good',b'D',b'VS2',64.0,54.0,2827.0,5.68,5.7,3.64
0.79,b'Premium',b'H',b'VVS2',62.6,58.0,2827.0,5.96,5.9,3.71
0.7,b'Ideal',b'H',b'VVS1',61.6,57.0,2827.0,5.69,5.74,3.52
0.7,b'Ideal',b'H',b'VVS1',62.3,55.0,2827.0,5.66,5.7,3.54
0.7,b'Ideal',b'D',b'SI2',60.6,57.0,2828.0,5.74,5.77,3.49
1.01,b'Premium',b'H',b'SI2',61.6,61.0,2828.0,6.39,6.31,3.91
0.72,b'Premium',b'F',b'VS1',62.2,58.0,2829.0,5.75,5.7,3.56
0.8,b'Good',b'E',b'SI2',63.7,54.0,2829.0,5.91,5.87,3.75
0.59,b'Ideal',b'E',b'VVS1',62.0,56.0,2829.0,5.36,5.38,3.33
0.72,b'Ideal',b'F',b'VS1',61.7,57.0,2829.0,5.77,5.74,3.55
0.75,b'Premium',b'E',b'SI2',61.9,57.0,2829.0,5.88,5.82,3.62
0.8,b'Premium',b'E',b'SI2',60.2,57.0,2829.0,6.05,6.01,3.63
0.71,b'Very Good',b'E',b'VS2',62.7,59.0,2830.0,5.65,5.7,3.56
0.77,b'Very Good',b'H',b'SI1',61.7,56.0,2830.0,5.84,5.89,3.62
0.97,b'Ideal',b'F',b'I1',60.7,56.0,2830.0,6.41,6.43,3.9
0.53,b'Ideal',b'F',b'VVS1',60.9,57.0,2830.0,5.23,5.29,3.19
0.53,b'Ideal',b'F',b'VVS1',61.8,57.0,2830.0,5.16,5.19,3.2
0.8,b'Ideal',b'I',b'VS2',62.1,54.4,2830.0,5.94,5.99,3.7
0.9,b'Premium',b'G',b'SI1',60.6,62.0,2830.0,6.21,6.13,3.74
0.76,b'Very Good',b'E',b'SI2',60.8,60.0,2831.0,5.89,5.98,3.61
0.72,b'Ideal',b'E',b'SI1',62.3,57.0,2831.0,5.7,5.76,3.57
0.75,b'Ideal',b'E',b'SI1',61.4,57.0,2831.0,5.82,5.87,3.59
0.72,b'Premium',b'E',b'SI1',62.1,58.0,2831.0,5.73,5.76,3.57
0.79,b'Ideal',b'G',b'SI1',61.8,56.0,2831.0,5.93,5.91,3.66
0.72,b'Very Good',b'F',b'VS2',62.5,58.0,2832.0,5.71,5.75,3.58
0.91,b'Very Good',b'I',b'SI2',62.8,61.0,2832.0,6.15,6.18,3.87
0.71,b'Premium',b'G',b'VVS2',62.1,57.0,2832.0,5.75,5.65,3.54
0.81,b'Premium',b'G',b'SI1',63.0,60.0,2832.0,5.87,5.81,3.68
0.82,b'Ideal',b'H',b'SI1',62.5,57.0,2832.0,5.91,5.97,3.71
0.71,b'Premium',b'F',b'VS1',62.2,58.0,2832.0,5.72,5.66,3.54
0.9,b'Good',b'J',b'SI1',64.3,63.0,2832.0,6.05,6.01,3.88
0.8,b'Very Good',b'I',b'VS2',62.0,58.0,2833.0,5.86,5.95,3.66
0.56,b'Very Good',b'E',b'IF',61.0,59.0,2833.0,5.28,5.34,3.24
0.7,b'Very Good',b'D',b'VS2',59.6,61.0,2833.0,5.77,5.8,3.45
0.7,b'Ideal',b'D',b'VS2',61.0,57.0,2833.0,5.74,5.76,3.51
0.61,b'Ideal',b'F',b'VVS2',61.7,55.0,2833.0,5.45,5.48,3.37
0.85,b'Ideal',b'H',b'SI2',62.5,57.0,2833.0,6.02,6.07,3.78
0.7,b'Ideal',b'F',b'SI1',60.7,57.0,2833.0,5.73,5.75,3.49
0.8,b'Ideal',b'G',b'VS2',62.2,56.0,2834.0,5.94,5.87,3.67
0.8,b'Ideal',b'H',b'VS2',62.8,57.0,2834.0,5.91,5.87,3.7
0.51,b'Very Good',b'D',b'VVS1',59.9,58.0,2834.0,5.16,5.19,3.1
0.53,b'Ideal',b'F',b'VVS1',61.4,57.0,2834.0,5.2,5.23,3.2
0.78,b'Ideal',b'I',b'VS2',61.8,55.0,2834.0,5.92,5.95,3.67
0.9,b'Very Good',b'J',b'SI1',63.4,54.0,2834.0,6.17,6.14,3.9
0.9,b'Fair',b'G',b'SI2',65.3,59.0,2834.0,6.07,6.0,3.94
0.77,b'Ideal',b'E',b'SI2',60.7,55.0,2834.0,6.01,5.95,3.63
0.73,b'Ideal',b'F',b'VS1',61.2,56.0,2835.0,5.89,5.81,3.58
0.63,b'Ideal',b'F',b'VVS2',61.9,57.0,2835.0,5.47,5.51,3.4
0.7,b'Ideal',b'E',b'VS2',61.5,54.0,2835.0,5.7,5.75,3.52
0.72,b'Ideal',b'E',b'VS2',62.8,57.0,2835.0,5.71,5.73,3.59
0.72,b'Ideal',b'E',b'SI1',61.0,57.0,2835.0,5.78,5.8,3.53
0.75,b'Premium',b'F',b'VS2',59.6,59.0,2835.0,6.04,5.94,3.57
0.82,b'Very Good',b'H',b'SI1',60.7,56.0,2836.0,6.04,6.06,3.67
0.71,b'Good',b'E',b'VS2',62.8,60.0,2836.0,5.6,5.65,3.53
0.7,b'Premium',b'E',b'VS1',62.6,59.0,2837.0,5.69,5.66,3.55
0.7,b'Ideal',b'E',b'VS1',61.8,56.0,2837.0,5.74,5.69,3.53
0.71,b'Ideal',b'F',b'SI1',59.8,53.0,2838.0,5.86,5.82,3.49
0.76,b'Very Good',b'H',b'SI1',60.9,55.0,2838.0,5.92,5.94,3.61
0.82,b'Fair',b'F',b'SI1',64.9,58.0,2838.0,5.83,5.79,3.77
0.72,b'Premium',b'F',b'VS1',58.8,60.0,2838.0,5.91,5.89,3.47
0.7,b'Premium',b'F',b'VS2',62.3,58.0,2838.0,5.72,5.64,3.54
0.7,b'Premium',b'F',b'VS2',61.7,58.0,2838.0,5.69,5.63,3.49
0.7,b'Premium',b'G',b'VS1',62.6,55.0,2838.0,5.73,5.64,3.56
0.7,b'Premium',b'F',b'VS2',59.4,61.0,2838.0,5.83,5.79,3.45
0.7,b'Very Good',b'E',b'SI1',63.5,59.0,2838.0,5.53,5.49,3.5
0.7,b'Premium',b'F',b'VS2',60.9,61.0,2838.0,5.71,5.66,3.46
0.7,b'Premium',b'F',b'VS2',59.5,58.0,2838.0,5.85,5.75,3.45
0.7,b'Premium',b'G',b'VS1',63.0,60.0,2838.0,5.64,5.57,3.53
0.74,b'Very Good',b'E',b'SI1',60.0,57.0,2839.0,5.85,5.89,3.52
0.71,b'Ideal',b'F',b'VS1',61.5,57.0,2839.0,5.74,5.71,3.52
0.7,b'Ideal',b'F',b'VS1',61.6,54.0,2839.0,5.75,5.72,3.53
0.71,b'Ideal',b'F',b'VS1',62.1,55.0,2839.0,5.82,5.68,3.57
0.71,b'Premium',b'F',b'VS1',59.1,61.0,2839.0,5.84,5.81,3.44
0.71,b'Premium',b'F',b'VS1',59.0,60.0,2839.0,5.82,5.8,3.43
0.71,b'Premium',b'F',b'VS1',60.5,58.0,2839.0,5.75,5.72,3.47
0.7,b'Ideal',b'F',b'VS1',62.4,53.0,2839.0,5.73,5.71,3.57
0.73,b'Ideal',b'G',b'VS2',61.8,54.0,2839.0,5.8,5.82,3.59
