Winery,Year,Wine ID,Wine,Rating,num_review,price,Country,Region,acidity,calculated_structure_count,intensity,sweetness,tannin,user_structure_count,vintage_type,has_valid_ratings,is_natural
Zorgvliet,2019,1845587,Cabernet Franc 2019,3.9,59,17.95,South Africa,Stellenbosch,3.324252,104.0,3.4123445,1.6734792,3.4355435,21.0,0,True,False
Viña Salceda,2017,1111659,Rioja Crianza 2017,3.8,1592,14.67,Spain,Rioja,3.5906448,212.0,3.6437325,1.8103837,3.5826397,791.0,0,True,False
Cantina di Dolianova,2020,1477045,Dolia Cannonau di Sardegna 2020,3.7,125,6.5,Italy,Cannonau di Sardegna,,,,,,,0,True,False
José Maria da Fonseca,2020,3118882,Ripanço Private Selection Alentejano 2020,3.7,43,9.7260930271986,Portugal,Alentejano,2.7775836,120.0,3.9615114,2.0772774,2.825339,335.0,0,True,False
Jean-Michel Guillon,2009,1214363,Monopole Marsannay 'Clos des Portes' 2009,4.1,48,35.0,France,Marsannay,4.232512,21.0,3.1605403,1.612528,2.7707152,27.0,0,True,False
Domaine Tremeaux Pere & Fils,2017,2597850,Vieilles Vignes Mercurey Rouge 2017,4.0,35,22.5,France,Mercurey,3.9717355,7.0,2.1129751,1.8171074,2.1412845,3.0,0,True,False
Boschkloof,2018,4524769,Sons Of Sugarland Syrah 2018,4.0,107,30.0,South Africa,Stellenbosch,3.3976848,36.0,3.8351636,1.5791738,3.2365317,41.0,0,True,False
Le Tertre de Sarpe,2011,1307206,Saint-Émilion 2011,3.6,53,17.0,France,Saint-Émilion,3.5318387,13.0,4.3342905,1.0326129,3.6295161,17.0,0,True,False
Georges Duboeuf,2011,79425,Moulin-A-Vent 2011,3.5,561,10.0,France,Moulin-à-Vent,4.6185503,104.0,1.3085917,1.3623469,1.9000475,57.0,0,True,False
Château Rousselle,2011,1199877,Côtes de Bourg 2011,4.0,271,10.0,France,Côtes de Bourg,3.766268,178.0,3.9412742,1.3105917,3.5616543,56.0,0,True,False
Macchion dei Lupi,2014,2032650,Esperienze 2014,4.2,58,30.0,Italy,Toscana,3.4966729,11.0,3.1321561,1.4028625,2.815,26.0,0,True,True
Pirovano,2019,1144238,Montepulciano d'Abruzzo 2019,3.4,247,6.5,Italy,Montepulciano d'Abruzzo,3.6350567,38.0,2.7301567,1.6205982,2.9627779,100.0,0,True,False
Viña Salceda,2011,2076441,Rioja Reserva Conde De La Salceda 2011,4.0,125,20.0,Spain,Rioja,3.5880053,52.0,3.849197,1.4978471,3.6261256,134.0,0,True,False
Oasi degli Angeli,2011,1755765,Kurni Marche 2011,4.5,775,50.0,Italy,Marche,3.0140903,380.0,3.7306266,2.7689743,3.0035982,416.0,0,True,False
Piazzo,2017,1146047,Barbaresco 2017,3.7,47,32.5,Italy,Barbaresco,4.6790376,73.0,3.7054408,1.3703141,4.091439,28.0,0,True,False
Domaine d'Eugénie,2011,100791,Vosne-Romanée 2011,4.1,194,80.0,France,Vosne-Romanée,4.0498886,92.0,3.0043902,1.6004709,2.5430846,120.0,0,True,False
Domaine du Grapillon d'Or,2016,1184686,Gigondas 2016,4.1,499,39.5,France,Gigondas,3.4468853,313.0,3.9994595,1.6805686,3.1862812,133.0,0,True,False
Domaine l'Aiguelière,2001,1105800,La Côte Rousse Montpeyroux 2001,3.9,38,15.0,France,Montpeyroux,3.7697191,34.0,3.8247864,1.9901099,3.7890475,31.0,0,True,False
Château Siran,2009,778823,Margaux 2009,4.0,375,55.0,France,Margaux,4.2021627,704.0,3.8510823,1.4940234,3.8492014,299.0,0,True,False
Franschhoek Cellar,2012,77936,Shiraz (Baker Station) 2012,3.5,73,10.0,South Africa,Franschhoek,3.230438,157.0,4.182926,1.6291245,3.129281,73.0,0,True,False
Château Beau-Site,2009,98074,Saint-Estèphe 2009,4.2,1318,35.0,France,Saint-Estèphe,4.2061906,567.0,4.3264203,1.4740906,4.2391148,147.0,0,True,False
Verrazzano,2009,9339,Bottiglia Particolare 2009,4.3,103,40.0,Italy,Chianti,3.0689983,62.0,3.3273258,1.7138934,2.8209207,63.0,0,True,False
Domaine Tollot-Beaut,2012,1128949,Aloxe-Corton 1er Cru Les Fournières 2012,4.1,47,45.0,France,Aloxe-Corton Premier Cru,3.7411275,50.0,2.6933727,1.712591,2.2344089,33.0,0,True,False
Domaine Tremeaux Pere & Fils,2017,2597850,Vieilles Vignes Mercurey Rouge 2017,4.0,35,22.5,France,Mercurey,3.9717355,7.0,2.1129751,1.8171074,2.1412845,3.0,0,True,False
Martin Waßmer,2018,6184395,Spätburgunder (Markgräflerland) 2018,3.9,606,35.0,Germany,Baden,4.1650267,172.0,1.531884,1.6183897,2.3264735,157.0,0,True,False
Chateau Haut-Beychevelle-Gloria,2007,1188387,Saint-Julien 2007,3.9,56,25.0,France,Saint-Julien,4.2213817,106.0,3.7354033,1.553259,3.9921298,28.0,0,True,False
Philippe Pacalet,2009,1133292,Chambolle-Musigny Premier Cru 2009,4.2,77,180.0,France,Chambolle-Musigny Premier Cru,3.9273865,43.0,2.8359203,1.6789325,2.6085227,68.0,0,True,True
San Pedro de Yacochuya,2009,1919179,Red 2009,4.1,271,40.0,Argentina,Cafayate Valley,3.09915,255.0,4.3504295,1.7735577,3.25027,85.0,0,True,False
Château Treytins,2016,1127528,Lalande-de-Pomerol 2016,3.8,460,12.0,France,Lalande-de-Pomerol,3.1190646,121.0,3.7877414,1.2234827,2.799831,19.0,0,True,False
Domaine des Côtes de la Molière,2013,3326693,Le P'tit Poquelin 2013,4.0,26,10.0,France,Beaujolais,4.6889095,9.0,1.6808411,1.3931464,1.7995327,13.0,0,True,True
Louis Chèze,2015,4567498,Bellissima Côte-Rôtie 2015,4.1,73,40.0,France,Côte-Rôtie,3.854899,25.0,4.1307707,1.4040918,4.0153394,15.0,0,True,False
Domaine François Gerbet,2010,1224832,Vosne-Romanée 'Aux Réas' 2010,4.0,86,120.0,France,Vosne-Romanée,4.5265937,23.0,2.8925824,1.4842858,2.6857417,2.0,0,True,False
La Ferme Rouge,2017,2100952,La Petite Ferme Rouge 2017,3.7,94,16.0,Morocco,Zaër,,,,,,,0,True,False
Jean-Michel Guillon,2009,1214363,Monopole Marsannay 'Clos des Portes' 2009,4.1,48,35.0,France,Marsannay,4.232512,21.0,3.1605403,1.612528,2.7707152,27.0,0,True,False
Viranel,2011,1167822,Saint Chinian V de Viranel 2011,3.7,196,15.0,France,Saint-Chinian,3.6923628,28.0,3.8130753,1.5905092,3.3114052,22.0,0,True,False
Auguste Clape,2004,92366,Cornas 2004,4.3,123,180.0,France,Cornas,3.534779,324.0,4.6693215,1.6340326,3.4136415,52.0,0,True,False
Château Laquirou,2013,1199410,Champs Rouge 2013,3.5,28,35.0,France,La Clape,3.5485618,4.0,3.560274,1.0369862,3.3458219,5.0,0,True,False
Borgo dei Posseri,2016,1188311,Rocol (R) 2016,3.9,26,13.5,Italy,Vigneti delle Dolomiti,2.5189197,6.0,3.7861655,1.862945,3.1549997,25.0,0,True,False
Auntsfield,2010,1847995,Heritage Pinot Noir 2010,3.8,41,50.0,New Zealand,Marlborough,4.0477543,16.0,2.5332625,1.6049153,2.116483,3.0,0,True,False
Les Coteaux du Pic,2019,1265428,Seigneur de Lauret Pic Saint Loup 2019,3.7,180,25.0,France,Pic-Saint-Loup,3.7164996,17.0,3.4832141,1.3270893,3.417527,89.0,0,True,False
Château Baret,2007,1159325,Pessac-Léognan 2007,3.8,217,12.5,France,Pessac-Léognan,4.147466,187.0,4.308115,1.5489435,4.143515,51.0,0,True,False
Castello di Gabbiano,2013,1412412,Chianti Classico Bellezza Gran Selezione 2013,3.9,264,30.0,Italy,Chianti Classico,3.8112411,136.0,3.1865556,1.7193662,3.595457,52.0,0,True,False
Paul Hobbs,2014,87368,CrossBarn Sonoma Coast Pinot Noir 2014,4.1,1302,35.0,United States,Sonoma Coast,3.4958844,843.0,3.1130497,1.6663146,2.1256497,355.0,0,True,False
Château de Bel-Air,2014,1712302,Lalande-de-Pomerol 2014,3.9,582,20.0,France,Lalande-de-Pomerol,3.1042023,164.0,3.746369,1.3057977,2.8168154,32.0,0,True,False
Château Faurie de Souchard,2004,1166613,Saint-Émilion Grand Cru (Grand Cru Classé) 2004,3.7,48,30.0,France,Saint-Émilion Grand Cru,3.2283747,58.0,4.2969656,1.5927464,3.612762,48.0,0,True,False
Ettore Germano,2008,1107960,Barolo Prapò 2008,4.2,88,50.0,Italy,Barolo,4.523146,78.0,3.7649727,1.5111814,4.3928747,95.0,0,True,False
Château de Chambert,2008,1198452,Cahors 2008,3.8,129,15.0,France,Cahors,3.0952928,168.0,3.890678,1.5163524,3.2374,18.0,0,True,False
Spier,2018,1166220,Discover Pinotage - Shiraz 2018,3.7,871,10.9,South Africa,Western Cape,3.106478,169.0,4.752449,1.6405603,3.5730152,36.0,0,True,False
Spier,2015,1249754,21 Gables Pinotage 2015,4.2,782,35.9,South Africa,Stellenbosch,3.0705626,461.0,4.0067477,1.6198024,3.1387348,137.0,0,True,False
Boschkloof,2017,1159068,Cabernet Sauvignon 2017,3.9,67,23.9,South Africa,Stellenbosch,3.742663,85.0,4.3205204,1.6814003,3.7599819,56.0,0,True,False
Rustenberg,2016,20925,Syrah 2016,3.9,99,18.0,South Africa,Stellenbosch,3.227045,112.0,4.3761296,1.7273841,3.1544712,55.0,0,True,False
Guardian Peak,2015,77896,Lapa Cabernet Sauvignon 2015,3.9,177,34.9,South Africa,Stellenbosch,3.7050207,109.0,4.4025307,1.6987861,3.8244317,51.0,0,True,False
Anura,2018,2604209,Arpeggio 2018,3.7,47,11.5,South Africa,Stellenbosch,,,,,,,0,True,False
Spier,2019,75118,Signature Shiraz 2019,3.4,91,7.5,South Africa,Western Cape,3.2577195,146.0,4.185023,1.5506325,3.0742986,93.0,0,True,False
Batasiolo,2010,1246149,Barolo Brunate 2010,4.1,170,58.0,Italy,Barolo,4.772281,50.0,3.7381873,1.2562925,4.339439,38.0,0,True,False
Les Hauts de Mercurol,2016,1198036,Crozes-Hermitage 2016,4.1,90,20.0,France,Crozes-Hermitage,3.348032,27.0,3.5035806,1.4912257,3.2874515,4.0,0,True,False
Spier,2019,75118,Signature Shiraz 2019,3.4,91,7.5,South Africa,Western Cape,3.2577195,146.0,4.185023,1.5506325,3.0742986,93.0,0,True,False
Chateau Haut-Beychevelle-Gloria,2007,1188387,Saint-Julien 2007,3.9,56,25.0,France,Saint-Julien,4.2213817,106.0,3.7354033,1.553259,3.9921298,28.0,0,True,False
Philippe Pacalet,2009,1133292,Chambolle-Musigny Premier Cru 2009,4.2,77,180.0,France,Chambolle-Musigny Premier Cru,3.9273865,43.0,2.8359203,1.6789325,2.6085227,68.0,0,True,True
Les Coteaux du Pic,2019,1265428,Seigneur de Lauret Pic Saint Loup 2019,3.7,180,25.0,France,Pic-Saint-Loup,3.7164996,17.0,3.4832141,1.3270893,3.417527,89.0,0,True,False
Château Baret,2007,1159325,Pessac-Léognan 2007,3.8,217,12.5,France,Pessac-Léognan,4.147466,187.0,4.308115,1.5489435,4.143515,51.0,0,True,False
Castello di Gabbiano,2013,1412412,Chianti Classico Bellezza Gran Selezione 2013,3.9,264,30.0,Italy,Chianti Classico,3.8112411,136.0,3.1865556,1.7193662,3.595457,52.0,0,True,False
Paul Hobbs,2014,87368,CrossBarn Sonoma Coast Pinot Noir 2014,4.1,1302,35.0,United States,Sonoma Coast,3.4958844,843.0,3.1130497,1.6663146,2.1256497,355.0,0,True,False
Ettore Germano,2008,1107960,Barolo Prapò 2008,4.2,88,50.0,Italy,Barolo,4.523146,78.0,3.7649727,1.5111814,4.3928747,95.0,0,True,False
Château Faurie de Souchard,2004,1166613,Saint-Émilion Grand Cru (Grand Cru Classé) 2004,3.7,48,30.0,France,Saint-Émilion Grand Cru,3.2283747,58.0,4.2969656,1.5927464,3.612762,48.0,0,True,False
Château de Bel-Air,2014,1712302,Lalande-de-Pomerol 2014,3.9,582,20.0,France,Lalande-de-Pomerol,3.1042023,164.0,3.746369,1.3057977,2.8168154,32.0,0,True,False
San Pedro de Yacochuya,2009,1919179,Red 2009,4.1,271,40.0,Argentina,Cafayate Valley,3.09915,255.0,4.3504295,1.7735577,3.25027,85.0,0,True,False
Château Treytins,2016,1127528,Lalande-de-Pomerol 2016,3.8,460,12.0,France,Lalande-de-Pomerol,3.1190646,121.0,3.7877414,1.2234827,2.799831,19.0,0,True,False
Stonyridge Vineyard,2020,1631901,Larose Red Blend 2020,4.3,26,203.84451694400752,New Zealand,Waiheke Island,3.816893,277.0,3.9689796,1.6084188,3.6450074,53.0,0,True,False
Michel Magnien,2012,1084039,Charmes-Chambertin Grand Cru 2012,4.0,29,138.0,France,Charmes-Chambertin Grand Cru,4.222495,23.0,3.0926027,1.4551336,2.4885385,19.0,0,True,False
Château de Caraguilhes,2016,2042514,Solus 2016,3.8,168,25.0,France,Corbières,3.7280986,56.0,4.008359,2.1184268,3.4496098,100.0,0,True,False
Michel Poinard,2016,1256926,Crôzes Hermitage Rouge 2016,3.9,63,17.0,France,Crozes-Hermitage,3.517436,36.0,3.9321244,1.5873626,3.5271063,0.0,0,True,False
Aegerter,2018,1446347,Les Cerisieres Mercurey 2018,3.9,26,29.5,France,Mercurey,4.1356254,6.0,1.957159,1.1152841,2.3127272,6.0,0,True,False
Batasiolo,2010,1246149,Barolo Brunate 2010,4.1,170,58.0,Italy,Barolo,4.772281,50.0,3.7381873,1.2562925,4.339439,38.0,0,True,False
Les Hauts de Mercurol,2016,1198036,Crozes-Hermitage 2016,4.1,90,20.0,France,Crozes-Hermitage,3.348032,27.0,3.5035806,1.4912257,3.2874515,4.0,0,True,False
Gérard Raphet,2009,1767340,Clos de Vougeot Grand Cru 2009,4.6,53,165.0,France,Clos Vougeot Grand Cru,4.134411,50.0,2.8787727,1.6419773,2.634327,55.0,0,True,False
Jean-Michel Gerin,2018,4723243,La Champine Syrah 2018,3.8,248,15.0,France,Collines Rhodaniennes,,,,,,,0,True,False
Domaine Philippe Gilbert,2017,2069515,Menetou-Salon Rouge 2017,3.9,220,22.0,France,Menetou-Salon,4.390834,101.0,2.5800107,1.5785217,2.5016222,14.0,0,True,False
Marquis de Saint-Estèphe,2015,1182802,Prestige Saint-Estèphe 2015,4.0,50,20.5,France,Saint-Estèphe,4.171913,14.0,4.384174,1.3556521,4.1766086,5.0,0,True,False
Gabriel Meffre,2018,1224377,Terres des Pontifes Châteauneuf-du-Pape 2018,3.9,211,30.0,France,Châteauneuf-du-Pape,3.034393,61.0,4.387852,1.3824878,2.882974,60.0,0,True,False
Mas de Cynanque,2018,1234047,Plein Grès Saint-Chinian 2018,3.8,98,12.5,France,Saint-Chinian,3.6037378,12.0,3.82949,1.6928883,3.5295634,25.0,0,True,False
Château de Pierreux,2016,1188051,Brouilly 2016,3.7,1074,14.5,France,Brouilly,4.5100384,454.0,1.435644,1.5125877,1.9236287,256.0,0,True,False
Mas Saint Pierre,2017,6595086,Grenache Noir 2017,3.8,44,7.0,France,Côtes Catalanes,2.9145863,6.0,3.327218,1.7472183,3.2018044,7.0,0,True,False
Château Grand Corbin-Despagne,2010,1230015,Château Ampélia Castillon - Côtes de Bordeaux 2010,3.9,114,16.0,France,Castillon - Côtes de Bordeaux,3.9036527,115.0,3.923234,1.3675219,3.623241,36.0,0,True,False
Domaine des Remizières,2018,1100034,Cuvée Particulière Crozes-Hermitage Rouge 2018,3.8,99,19.5,France,Crozes-Hermitage,3.1171505,72.0,4.023311,1.506464,3.3573987,15.0,0,True,False
Château Lacapelle Cabanac,2018,1992617,Cahors 2018,3.7,56,9.5,France,Cahors,3.0944657,23.0,3.8651528,1.1897329,3.2446184,6.0,0,True,False
Domaine Philippe Gilbert,2017,2069515,Menetou-Salon Rouge 2017,3.9,220,22.0,France,Menetou-Salon,4.390834,101.0,2.5800107,1.5785217,2.5016222,14.0,0,True,False
Marquis de Saint-Estèphe,2015,1182802,Prestige Saint-Estèphe 2015,4.0,50,20.5,France,Saint-Estèphe,4.171913,14.0,4.384174,1.3556521,4.1766086,5.0,0,True,False
Château Pontet-Fumet,1996,1259302,Saint-Émilion Grand Cru 1996,4.2,73,33.0,France,Saint-Émilion Grand Cru,3.4818237,106.0,4.1952996,1.3978539,3.5546894,86.0,0,True,False
J. Heinrich,2015,2323172,Terra O. 2015,4.2,256,71.0,Austria,Mittelburgenland,,,,,,,0,True,False
Recanati,2009,1560670,Special Reserve 2009,3.8,70,49.8,Israel,Galilee,2.9189882,53.0,4.3722897,1.5389563,3.2203941,2.0,0,True,False
Olivier Guyot,2014,2288998,Marsannay 'La Montagne' Rouge 2014,3.9,28,35.0,France,Marsannay,4.190276,10.0,2.8778236,1.2034197,2.753005,32.0,0,True,False
Christophe Pacalet,2018,4881311,Juliénas 2018,3.9,50,20.0,France,Juliénas,4.5559216,13.0,1.3330222,1.7408353,2.0811303,14.0,0,True,True
Méo-Camuzet,2012,1208857,Gevrey-Chambertin 2012,4.0,45,90.0,France,Gevrey-Chambertin,4.1351795,44.0,3.128607,2.1210172,2.5569015,43.0,0,True,False
Gardiés,2018,1818080,Clos des Vignes Tautavel Rouge 2018,4.0,65,20.0,France,Côtes du Roussillon Villages 'Tautavel',3.9679406,16.0,3.9900148,1.7143555,3.7173035,32.0,0,True,False
Lombard,2014,5882960,Cornas Cru Septentrional 2014,3.9,68,46.0,France,Cornas,3.4751375,7.0,4.813761,1.0042201,3.5039449,2.0,0,True,False
Alvi's Drift,2017,6422981,Albertus Viljoen Limited Release Bismarck 2017,4.2,54,34.95,South Africa,Breede River Valley,,,,,,,0,True,False
Chauvenet-Chopin,2014,3513770,Vougeot 1er Cru 'Les Petits Vougeots' 2014,4.1,27,60.0,France,Vougeot 1er Cru 'Les Petits Vougeots',3.5734627,2.0,3.0108585,2.279446,2.7688088,21.0,0,True,False
Château Grand-Pontet,2006,1099454,Saint-Émilion Grand Cru (Grand Cru Classé) 2006,3.8,198,39.0,France,Saint-Émilion Grand Cru,3.3900993,326.0,4.232588,1.5179063,3.497145,206.0,0,True,False
Château Lagrave-Cissan,2015,1400198,Haut-Médoc 2015,3.7,48,16.0,France,Haut-Médoc,3.8956842,16.0,4.049885,1.1246629,3.8978226,39.0,0,True,False
Michel Magnien,2012,1084039,Charmes-Chambertin Grand Cru 2012,4.0,29,138.0,France,Charmes-Chambertin Grand Cru,4.222495,23.0,3.0926027,1.4551336,2.4885385,19.0,0,True,False
Château de Caraguilhes,2016,2042514,Solus 2016,3.8,168,25.0,France,Corbières,3.7280986,56.0,4.008359,2.1184268,3.4496098,100.0,0,True,False
Domaine Antonin Guyon,2012,22674,Gevrey-Chambertin 'La Justice' 2012,4.0,219,49.0,France,Gevrey-Chambertin,4.2106295,132.0,2.9521687,1.5741125,2.6670365,122.0,0,True,False
Marquis de Saint-Estèphe,2012,1625826,Château Léo de Prades Saint-Estèphe 2012,3.8,171,20.0,France,Saint-Estèphe,4.248548,31.0,4.1526346,1.5083601,4.6009674,14.0,0,True,False
Hartenberg,2019,10221,Cabernet Sauvignon - Shiraz 2019,3.8,80,12.95,South Africa,Stellenbosch,2.920502,410.0,4.3920836,1.504962,3.0674531,58.0,0,True,False
Château Rollan de By,2006,1136380,Médoc 2006,3.9,354,24.95,France,Médoc,4.1788664,425.0,4.1782317,1.657592,4.181251,355.0,0,True,False
Mt. Brave,2009,1238389,Merlot 2009,4.4,107,90.0,United States,Mount Veeder,2.8494468,69.0,4.3741927,1.6725332,2.949303,12.0,0,True,False
AD VIVUM,2011,1506304,Cabernet Sauvignon 2011,3.9,26,153.5,United States,Napa Valley,3.4856358,24.0,4.6583853,1.3367698,3.655808,18.0,0,True,False
Château Lamothe-Bouscaut,2019,1177155,Pessac-Léognan 2019,4.2,71,23.95,France,Pessac-Léognan,4.2139797,85.0,4.277799,1.5653021,4.4913,20.0,0,True,False
Spioenkop,2018,1715246,1900 Pinotage 2018,3.8,73,20.9,South Africa,Elgin,2.9818804,56.0,3.711265,1.7667826,3.188966,35.0,0,True,False
Stonyridge Vineyard,2020,1631901,Larose Red Blend 2020,4.3,26,203.84451694400752,New Zealand,Waiheke Island,3.816893,277.0,3.9689796,1.6084188,3.6450074,53.0,0,True,False
Château Jacques Blanc,2016,1227980,Saint-Émilion Grand Cru 2016,4.2,454,47.66204774450475,France,Saint-Émilion Grand Cru,3.3779397,92.0,4.1798825,1.5905136,3.5917196,118.0,0,True,False
Diego Morra,2020,5420090,Verduno Pelaverga 2020,3.7,128,14.5,Italy,Verduno,3.1057954,19.0,3.2963905,1.7889628,2.9264326,123.0,0,True,False
Cignomoro,2017,1481956,Otto Cento Primitivo Limited Edition 2017,4.1,215,11.9,Italy,Puglia,1.866709,40.0,3.9872935,3.0969374,2.5133927,39.0,0,True,False
Kellerei St. Pauls,2013,1820769,Passion Pinot Noir Riserva 2013,4.1,58,22.69,Italy,Südtirol - Alto Adige,3.725847,18.0,2.652748,1.5798141,2.1991115,22.0,0,True,False
Luisa,2013,3783873,I Ferretti Collezione Rôl 2013,4.3,57,17.7,Italy,Friuli-Venezia Giulia,2.1924503,1.0,4.445257,1.8434782,3.209921,16.0,0,True,False
Ernie Els,2012,1511415,Syrah Proprietor's 2012,4.1,89,22.5,South Africa,Stellenbosch,3.382123,97.0,4.2949877,1.7314785,3.0404365,62.0,0,True,False
Luigi Maffini,2010,1436249,Cenito Aglianico 2010,3.9,142,28.0,Italy,Cilento,2.570771,27.0,4.5277233,2.3473616,3.2616506,34.0,0,True,False
Erbhof Unterganzner,2018,1179355,Lagrein Riserva 2018,4.3,154,28.3,Italy,Südtirol - Alto Adige,2.5972402,41.0,3.802558,2.0235574,3.1448476,119.0,0,True,False
Santadi,2014,1633723,Noras Cannonau di Sardegna 2014,3.9,432,11.5,Italy,Cannonau di Sardegna,3.0884626,145.0,3.9132135,1.8229259,2.9460232,34.0,0,True,False
Ernie Els,2014,75962,Big Easy Red 2014,3.8,584,33.5,South Africa,Western Cape,,,,,,,0,True,False
BelColle,2011,4538158,Simposio Barolo 2011,3.8,126,19.5,Italy,Barolo,4.5092344,111.0,3.7252793,1.3617067,4.282229,156.0,0,True,False
Ansitz Waldgries,2015,1148083,Mirell 2015,4.2,105,30.86,Italy,Trentino,2.572357,16.0,4.180413,2.1714182,3.218988,106.0,0,True,False
Di Ubaldo,2014,1816625,Zauott Montepulciano d'Abruzzo 2014,3.6,36,11.9,Italy,Montepulciano d'Abruzzo,3.5203433,14.0,2.874804,1.5584313,2.8718135,7.0,0,True,False
Gian Piero Marrone,2013,1915408,Barolo 2013,4.0,204,36.9,Italy,Barolo,4.5610585,44.0,3.7165236,1.54308,4.4209538,58.0,0,True,False
St. Michael-Eppan,2019,5643863,St. Magdalener 2019,3.4,88,9.15,Italy,Südtirol - Alto Adige,2.9329436,4.0,3.174254,1.8069557,3.0011692,69.0,0,True,False
Madirazza,2016,4626302,Postup 2016,3.9,138,19.6512108,Croatia,Dalmatian Coast,,,,,,,0,True,False
Marramiero,2007,4523251,Dante Marramiero Montepulciano d'Abruzzo 2007,4.4,25,129.0,Italy,Montepulciano d'Abruzzo,,,,,,,0,True,False
Gian Piero Marrone,2013,1442001,Barbaresco 2013,3.9,77,26.75,Italy,Barbaresco,4.8023295,35.0,3.8230627,1.157068,3.9706414,35.0,0,True,False
Zenato,2017,1127742,Valpolicella Superiore 2017,3.9,3351,7.65,Italy,Valpolicella,3.4444885,1615.0,3.0601616,1.9969727,2.494962,161.0,0,True,False
Schnaitmann,2017,5217553,Steinwiege Lemberger Trocken 2017,3.5,59,11.2,Germany,Württemberg,,,,,,,0,True,False
BelColle,2007,17509,Roncaglie Barbaresco 2007,4.0,110,49.0,Italy,Barbaresco,4.874368,35.0,3.814914,1.6890483,4.106085,14.0,0,True,False
Gaja,2018,1136040,Cremes Langhe 2018,4.2,347,32.38,Italy,Langhe,2.697189,82.0,3.6687632,1.7954912,3.058264,255.0,0,True,False
Allegrini,2011,8180,Valpolicella Classico 2011,3.6,156,8.25,Italy,Valpolicella,3.5097232,226.0,2.9674363,1.9517105,2.6057649,54.0,0,True,False
Gian Piero Marrone,2008,1178917,Pichemej Barolo 2008,4.2,47,39.95,Italy,Barolo,4.4958506,40.0,3.7878647,1.3625262,4.204314,53.0,0,True,False
Schnaitmann,2016,1912912,Simonroth Spätburgunder 2016,4.1,28,28.0,Germany,Württemberg,3.8567722,23.0,1.688713,1.6240084,2.2054644,36.0,0,True,False
Pierre Henri Ginglinger,2016,1490331,Pinot Noir 2016,3.8,34,22.5,France,Alsace,4.023559,6.0,2.0549152,1.0332203,2.2498302,1.0,0,True,False
Marramiero,2017,1296196,Incanto 2017,3.8,250,12.3,Italy,Montepulciano d'Abruzzo,3.5843549,65.0,2.9865358,1.7158986,2.9404762,78.0,0,True,False
Ernie Els,2013,75965,Cabernet Sauvignon 2013,3.7,265,16.9,South Africa,Stellenbosch,3.7920177,210.0,4.4623103,1.6154484,3.866423,56.0,0,True,False
Hans Igler,2017,1181860,Vulcano 2017,4.0,413,40.0,Austria,Mittelburgenland,,,,,,,0,True,False
K Vintners,2012,2701975,Guido Sangiovese 2012,4.1,81,40.0,United States,Walla Walla Valley,,,,,,,0,True,False
Vina Laguna,2017,1691447,Festigia Merlot 2017,3.9,61,13.49,Croatia,Istria (Croatia),,,,,,,0,True,False
Zlatan Otok,2013,1629894,Plavac 2013,4.0,229,16.9,Croatia,Srednja I Juzna Dalmacija,,,,,,,0,True,False
Vinarija Benkovac - Korlat Vina,2013,8729201,Supreme Cuvée 2013,4.3,170,20.95,Croatia,Sjeverna Dalmacija,,,,,,,0,True,False
